prevalence_target,model,n_runs,alert_rate_mean,alert_rate_sd,alert_rate_ci_lo,alert_rate_ci_hi,alerts_per_hour_mean,alerts_per_hour_sd,alerts_per_hour_ci_lo,alerts_per_hour_ci_hi,ap_mean,ap_sd,ap_ci_lo,ap_ci_hi,auc_roc_mean,auc_roc_sd,auc_roc_ci_lo,auc_roc_ci_hi,f1_mean,f1_sd,f1_ci_lo,f1_ci_hi,fn_mean,fn_sd,fn_ci_lo,fn_ci_hi,fnr_mean,fnr_sd,fnr_ci_lo,fnr_ci_hi,fp_mean,fp_sd,fp_ci_lo,fp_ci_hi,fpr_mean,fpr_sd,fpr_ci_lo,fpr_ci_hi,precision_mean,precision_sd,precision_ci_lo,precision_ci_hi,recall_mean,recall_sd,recall_ci_lo,recall_ci_hi,specificity_mean,specificity_sd,specificity_ci_lo,specificity_ci_hi,threshold_mean,threshold_sd,threshold_ci_lo,threshold_ci_hi,tn_mean,tn_sd,tn_ci_lo,tn_ci_hi,tp_mean,tp_sd,tp_ci_lo,tp_ci_hi
0.01,IF,5,0.03962741184298071,0.012703004906105158,0.023854547982064146,0.05540027570389727,1.330173948304081,0.4269306423814484,0.8000695399290304,1.8602783566791317,0.06243947877802836,0.012183919913550395,0.047311144064374915,0.07756781349168179,0.7480137992831541,0.017427557554631243,0.7263746284909445,0.7696529700753638,0.14028756338746604,0.021055954747587362,0.11414314242957918,0.1664319843453529,48.8,8.5848704125339,38.140475479511956,59.45952452048804,0.6506666666666667,0.11446493883378536,0.5085396730601595,0.792793660273174,271.6,87.9278112999522,162.42320226799526,380.77679773200475,0.03650537634408602,0.011818254206982822,0.021831075573655278,0.051179677114516764,0.08979192794203303,0.016702518134069342,0.06905301249561362,0.11053084338845244,0.34933333333333333,0.11446493883378536,0.2072063397268261,0.49146032693984054,0.963494623655914,0.01181825420698281,0.9488203228854832,0.9781689244263447,0.6177767793108135,0.008665231636114759,0.6070174731521536,0.6285360854694735,7168.4,87.9278112999522,7059.223202267995,7277.576797732005,26.2,8.5848704125339,15.540475479511958,36.85952452048804
